id,category,sub_category,issue_type,title,scenario_summary,key_arguments,counter_arguments,required_documents,useful_search_keywords,expected_source_areas,caution_notes,source_area,source_type,trust_level,review_status
"PIP031","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","도수치료 치료목적 부인","도수치료 치료목적 부인 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","도수치료;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP032","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","백내장 다초점렌즈 비용 부지급","백내장 다초점렌즈 비용 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","백내장;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP033","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","요양병원 암 입원비 부지급","요양병원 암 입원비 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","요양병원;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP034","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","비급여 주사치료 부지급","비급여 주사치료 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","비급여;실손보험;부지급;치료목적;의학적 필요성;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP035","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","체외충격파 치료 부지급","체외충격파 치료 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","체외충격파;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP036","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","검사 목적 입원 부지급","검사 목적 입원 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","검사;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP037","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","치료 필요성 부족 주장","치료 필요성 부족 주장 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","치료;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP038","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","미용 또는 예방 목적 주장","미용 또는 예방 목적 주장 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","미용;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP039","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","중복보상 및 비례보상 쟁점","중복보상 및 비례보상 쟁점 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","중복보상;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP040","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","진료비 세부내역상 비급여 항목 쟁점","진료비 세부내역상 비급여 항목 쟁점 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","진료비;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP041","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","상급병실료 차액 제한 지급","상급병실료 차액 제한 지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","상급병실료;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP042","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","비응급 환자 응급실 비용 부지급","비응급 환자 응급실 비용 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","비응급;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP043","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","비급여 MRI 검사 부지급","비급여 MRI 검사 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","비급여;실손보험;부지급;치료목적;의학적 필요성;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP044","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","입원치료를 통원 한도로 제한","입원치료를 통원 한도로 제한 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","입원치료를;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP045","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","비급여 로봇수술 비용 제한","비급여 로봇수술 비용 제한 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","비급여;실손보험;부지급;치료목적;의학적 필요성;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP046","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","성장호르몬 치료비 부지급","성장호르몬 치료비 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","성장호르몬;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP047","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","흉터 레이저 치료비 부지급","흉터 레이저 치료비 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","흉터;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP048","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","하지정맥류 레이저 수술 부지급","하지정맥류 레이저 수술 부지급 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","하지정맥류;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP049","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","한방 추나요법 실손 보상 제한","한방 추나요법 실손 보상 제한 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","한방;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
"PIP050","실손보험 부지급","실손보험 심사","치료목적 / 약관상 보상범위","턱관절 치료비 치과면책 쟁점","턱관절 치료비 치과면책 쟁점 사안에서 보험사가 약관상 요건, 의학적 필요성, 진단확정, 고지의무 또는 장해평가를 다투는 실무형 검색 보조 시나리오.","보험사는 약관 문언, 청약서 질문사항, 검사결과, 진료기록 또는 장해평가 기준을 근거로 제한 지급 또는 부지급을 주장할 수 있음.;내부 심사 기준과 공식 약관상 요건을 구분해 실제 근거 자료를 확인해야 함.","피보험자 측은 경위, 증상, 검사결과, 치료 경과, 의사 소견을 통해 쟁점별 반박이 가능함.;질병명 또는 비용 항목명만으로 결론 내리지 말고 약관 문언과 의무기록의 구체 내용을 함께 확인해야 함.;이 플레이북은 검색 보조 자료이며 최종 문서의 공식 인용 근거로 사용하면 안 됨.","보험약관;진료비 세부내역서;진료기록지;검사결과지;의사 처방전;치료 경과기록;보험사 부지급 안내문","턱관절;실손보험;부지급;치료목적;의학적 필요성;비급여;약관;실손보험 부지급;실손보험 심사;치료목적 / 약관상 보상범위","terms_standards;fss_dispute_cases;medical_knowledge","공식 판례, 분쟁조정례, 약관조항이 아니라 검색 보조용 내부 플레이북이다. 최종 판단에는 실제 법령, 약관, 분쟁조정례, 진료기록 확인이 필요하다.","issue_playbooks","internal_issue_playbook","internal_playbook","needs_human_review"
