id,domain,canonical_term,aliases,related_diagnosis_codes,related_issue_types,related_source_areas,search_boost_keywords,notes
"RKA064","insurer_expression","치료 목적 부족","치료 목적 부족;치료 목적 부족 관련 표현;치료 목적 부족 쟁점;치료 목적 부족 보험금;치료 목적 부족 부지급;치료 목적 부족 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;치료 목적 부족;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA065","insurer_expression","의학적 필요성 부족","의학적 필요성 부족;의학적 필요성 부족 관련 표현;의학적 필요성 부족 쟁점;의학적 필요성 부족 보험금;의학적 필요성 부족 부지급;의학적 필요성 부족 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;의학적 필요성 부족;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA066","insurer_expression","과잉진료","과잉진료;과잉진료 관련 표현;과잉진료 쟁점;과잉진료 보험금;과잉진료 부지급;과잉진료 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;과잉진료;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA067","insurer_expression","미용 목적","미용 목적;미용 목적 관련 표현;미용 목적 쟁점;미용 목적 보험금;미용 목적 부지급;미용 목적 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;미용 목적;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA068","insurer_expression","예방 목적","예방 목적;예방 목적 관련 표현;예방 목적 쟁점;예방 목적 보험금;예방 목적 부지급;예방 목적 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;예방 목적;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA069","insurer_expression","직접치료 아님","직접치료 아님;직접치료 아님 관련 표현;직접치료 아님 쟁점;직접치료 아님 보험금;직접치료 아님 부지급;직접치료 아님 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;직접치료 아님;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA070","insurer_expression","장해 고정 미흡","장해 고정 미흡;장해 고정 미흡 관련 표현;장해 고정 미흡 쟁점;장해 고정 미흡 보험금;장해 고정 미흡 부지급;장해 고정 미흡 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;장해 고정 미흡;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA071","insurer_expression","기왕장해 감액","기왕장해 감액;기왕장해 감액 관련 표현;기왕장해 감액 쟁점;기왕장해 감액 보험금;기왕장해 감액 부지급;기왕장해 감액 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;기왕장해 감액;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA072","insurer_expression","퇴행성 변화","퇴행성 변화;퇴행성 변화 관련 표현;퇴행성 변화 쟁점;퇴행성 변화 보험금;퇴행성 변화 부지급;퇴행성 변화 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;퇴행성 변화;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA073","insurer_expression","진단확정 미충족","진단확정 미충족;진단확정 미충족 관련 표현;진단확정 미충족 쟁점;진단확정 미충족 보험금;진단확정 미충족 부지급;진단확정 미충족 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진단확정 미충족;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA074","insurer_expression","책임개시일 전","책임개시일 전;책임개시일 전 관련 표현;책임개시일 전 쟁점;책임개시일 전 보험금;책임개시일 전 부지급;책임개시일 전 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;책임개시일 전;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA075","insurer_expression","약관상 제외","약관상 제외;약관상 제외 관련 표현;약관상 제외 쟁점;약관상 제외 보험금;약관상 제외 부지급;약관상 제외 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;약관상 제외;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA076","insurer_expression","통원 가능","통원 가능;통원 가능 관련 표현;통원 가능 쟁점;통원 가능 보험금;통원 가능 부지급;통원 가능 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;통원 가능;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA077","insurer_expression","비례보상","비례보상;비례보상 관련 표현;비례보상 쟁점;비례보상 보험금;비례보상 부지급;비례보상 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;비례보상;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA078","insurer_expression","상급병실료 제한","상급병실료 제한;상급병실료 제한 관련 표현;상급병실료 제한 쟁점;상급병실료 제한 보험금;상급병실료 제한 부지급;상급병실료 제한 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;상급병실료 제한;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA079","insurer_expression","비응급","비응급;비응급 관련 표현;비응급 쟁점;비응급 보험금;비응급 부지급;비응급 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;비응급;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA080","insurer_expression","보험기간 전 사고","보험기간 전 사고;보험기간 전 사고 관련 표현;보험기간 전 사고 쟁점;보험기간 전 사고 보험금;보험기간 전 사고 부지급;보험기간 전 사고 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험기간 전 사고;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA081","policy_expression","계약전 알릴의무","계약전 알릴의무;계약전 알릴의무 관련 표현;계약전 알릴의무 쟁점;계약전 알릴의무 보험금;계약전 알릴의무 부지급;계약전 알릴의무 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;계약전 알릴의무;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA082","policy_expression","보험계약 해지","보험계약 해지;보험계약 해지 관련 표현;보험계약 해지 쟁점;보험계약 해지 보험금;보험계약 해지 부지급;보험계약 해지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보험계약 해지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA083","policy_expression","중요한 사항","중요한 사항;중요한 사항 관련 표현;중요한 사항 쟁점;중요한 사항 보험금;중요한 사항 부지급;중요한 사항 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;중요한 사항;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA084","policy_expression","통지의무","통지의무;통지의무 관련 표현;통지의무 쟁점;통지의무 보험금;통지의무 부지급;통지의무 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;통지의무;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA085","policy_expression","보상하지 않는 사항","보상하지 않는 사항;보상하지 않는 사항 관련 표현;보상하지 않는 사항 쟁점;보상하지 않는 사항 보험금;보상하지 않는 사항 부지급;보상하지 않는 사항 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보상하지 않는 사항;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA086","policy_expression","입원의 정의","입원의 정의;입원의 정의 관련 표현;입원의 정의 쟁점;입원의 정의 보험금;입원의 정의 부지급;입원의 정의 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;입원의 정의;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA087","policy_expression","통원의 정의","통원의 정의;통원의 정의 관련 표현;통원의 정의 쟁점;통원의 정의 보험금;통원의 정의 부지급;통원의 정의 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;통원의 정의;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA088","policy_expression","암의 진단확정","암의 진단확정;암의 진단확정 관련 표현;암의 진단확정 쟁점;암의 진단확정 보험금;암의 진단확정 부지급;암의 진단확정 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;암의 진단확정;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA089","policy_expression","뇌혈관질환 진단","뇌혈관질환 진단;뇌혈관질환 진단 관련 표현;뇌혈관질환 진단 쟁점;뇌혈관질환 진단 보험금;뇌혈관질환 진단 부지급;뇌혈관질환 진단 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;뇌혈관질환 진단;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA090","policy_expression","급성심근경색 진단","급성심근경색 진단;급성심근경색 진단 관련 표현;급성심근경색 진단 쟁점;급성심근경색 진단 보험금;급성심근경색 진단 부지급;급성심근경색 진단 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;급성심근경색 진단;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA091","policy_expression","장해분류표","장해분류표;장해분류표 관련 표현;장해분류표 쟁점;장해분류표 보험금;장해분류표 부지급;장해분류표 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;장해분류표;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA092","policy_expression","운동장해","운동장해;운동장해 관련 표현;운동장해 쟁점;운동장해 보험금;운동장해 부지급;운동장해 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;운동장해;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA093","policy_expression","추상장해","추상장해;추상장해 관련 표현;추상장해 쟁점;추상장해 보험금;추상장해 부지급;추상장해 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;추상장해;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA094","policy_expression","신경계 장해","신경계 장해;신경계 장해 관련 표현;신경계 장해 쟁점;신경계 장해 보험금;신경계 장해 부지급;신경계 장해 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;신경계 장해;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA095","policy_expression","비급여 의료비","비급여 의료비;비급여 의료비 관련 표현;비급여 의료비 쟁점;비급여 의료비 보험금;비급여 의료비 부지급;비급여 의료비 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;비급여 의료비;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA096","policy_expression","본인부담금","본인부담금;본인부담금 관련 표현;본인부담금 쟁점;본인부담금 보험금;본인부담금 부지급;본인부담금 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;본인부담금;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA097","policy_expression","공제금액","공제금액;공제금액 관련 표현;공제금액 쟁점;공제금액 보험금;공제금액 부지급;공제금액 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;공제금액;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA098","policy_expression","보상한도","보상한도;보상한도 관련 표현;보상한도 쟁점;보상한도 보험금;보상한도 부지급;보상한도 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;보상한도;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA099","policy_expression","책임개시일","책임개시일;책임개시일 관련 표현;책임개시일 쟁점;책임개시일 보험금;책임개시일 부지급;책임개시일 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;책임개시일;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA100","policy_expression","면책기간","면책기간;면책기간 관련 표현;면책기간 쟁점;면책기간 보험금;면책기간 부지급;면책기간 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;면책기간;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA101","medical_document_expression","진료기록지","진료기록지;진료기록지 관련 표현;진료기록지 쟁점;진료기록지 보험금;진료기록지 부지급;진료기록지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진료기록지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA102","medical_document_expression","초진기록","초진기록;초진기록 관련 표현;초진기록 쟁점;초진기록 보험금;초진기록 부지급;초진기록 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;초진기록;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA103","medical_document_expression","경과기록","경과기록;경과기록 관련 표현;경과기록 쟁점;경과기록 보험금;경과기록 부지급;경과기록 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;경과기록;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA104","medical_document_expression","처방전","처방전;처방전 관련 표현;처방전 쟁점;처방전 보험금;처방전 부지급;처방전 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;처방전;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA105","medical_document_expression","검사결과지","검사결과지;검사결과지 관련 표현;검사결과지 쟁점;검사결과지 보험금;검사결과지 부지급;검사결과지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;검사결과지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA106","medical_document_expression","MRI 판독지","MRI 판독지;MRI 판독지 관련 표현;MRI 판독지 쟁점;MRI 판독지 보험금;MRI 판독지 부지급;MRI 판독지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;MRI 판독지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA107","medical_document_expression","CT 판독지","CT 판독지;CT 판독지 관련 표현;CT 판독지 쟁점;CT 판독지 보험금;CT 판독지 부지급;CT 판독지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;CT 판독지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA108","medical_document_expression","초음파 결과","초음파 결과;초음파 결과 관련 표현;초음파 결과 쟁점;초음파 결과 보험금;초음파 결과 부지급;초음파 결과 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;초음파 결과;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA109","medical_document_expression","병리보고서","병리보고서;병리보고서 관련 표현;병리보고서 쟁점;병리보고서 보험금;병리보고서 부지급;병리보고서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;병리보고서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA110","medical_document_expression","조직검사","조직검사;조직검사 관련 표현;조직검사 쟁점;조직검사 보험금;조직검사 부지급;조직검사 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;조직검사;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA111","medical_document_expression","세포검사","세포검사;세포검사 관련 표현;세포검사 쟁점;세포검사 보험금;세포검사 부지급;세포검사 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;세포검사;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA112","medical_document_expression","심전도","심전도;심전도 관련 표현;심전도 쟁점;심전도 보험금;심전도 부지급;심전도 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;심전도;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA113","medical_document_expression","트로포닌","트로포닌;트로포닌 관련 표현;트로포닌 쟁점;트로포닌 보험금;트로포닌 부지급;트로포닌 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;트로포닌;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA114","medical_document_expression","관상동맥조영술","관상동맥조영술;관상동맥조영술 관련 표현;관상동맥조영술 쟁점;관상동맥조영술 보험금;관상동맥조영술 부지급;관상동맥조영술 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;관상동맥조영술;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA115","medical_document_expression","진단서","진단서;진단서 관련 표현;진단서 쟁점;진단서 보험금;진단서 부지급;진단서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진단서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA116","medical_document_expression","입퇴원확인서","입퇴원확인서;입퇴원확인서 관련 표현;입퇴원확인서 쟁점;입퇴원확인서 보험금;입퇴원확인서 부지급;입퇴원확인서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;입퇴원확인서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA117","medical_document_expression","수술기록지","수술기록지;수술기록지 관련 표현;수술기록지 쟁점;수술기록지 보험금;수술기록지 부지급;수술기록지 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;수술기록지;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA118","medical_document_expression","장해진단서","장해진단서;장해진단서 관련 표현;장해진단서 쟁점;장해진단서 보험금;장해진단서 부지급;장해진단서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;장해진단서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA119","medical_document_expression","진료비 세부내역서","진료비 세부내역서;진료비 세부내역서 관련 표현;진료비 세부내역서 쟁점;진료비 세부내역서 보험금;진료비 세부내역서 부지급;진료비 세부내역서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;진료비 세부내역서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA120","medical_document_expression","의사소견서","의사소견서;의사소견서 관련 표현;의사소견서 쟁점;의사소견서 보험금;의사소견서 부지급;의사소견서 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;의사소견서;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA121","issue_type","중요사항성","중요사항성;중요사항성 관련 표현;중요사항성 쟁점;중요사항성 보험금;중요사항성 부지급;중요사항성 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;중요사항성;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA122","issue_type","고의중과실","고의중과실;고의중과실 관련 표현;고의중과실 쟁점;고의중과실 보험금;고의중과실 부지급;고의중과실 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;고의중과실;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA123","issue_type","해지권 행사기간","해지권 행사기간;해지권 행사기간 관련 표현;해지권 행사기간 쟁점;해지권 행사기간 보험금;해지권 행사기간 부지급;해지권 행사기간 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;해지권 행사기간;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
"RKA124","issue_type","고지수령권","고지수령권;고지수령권 관련 표현;고지수령권 쟁점;고지수령권 보험금;고지수령권 부지급;고지수령권 분쟁","","계약전 알릴의무;실손보험 부지급;후유장해;암뇌심장 진단비","medical_knowledge;legal_statutes;fss_dispute_cases;terms_standards","검색 보조;쟁점 분류;추가자료 확인;고지수령권;사람 검토 필요","공식 용어 사전이 아니라 RAG 검색 recall 보강용 내부 alias다."
