id,diagnosis_code,diagnosis_name,code_group,body_system,insurance_issue_category,related_claim_types,common_customer_expression,common_document_expression,common_tests,key_medical_findings,insurance_relevance,causation_points,pre_existing_condition_points,disclosure_duty_points,disability_points,hospitalization_points,surgery_points,required_documents,useful_search_keywords,related_source_areas,caution_notes,source_area,source_type,trust_level,review_status
"MIC137","I48.6","심방세동 관련 보험쟁점 7","I48","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심방세동 관련 보험쟁점 7은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I48.6;I48;심방세동;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC138","I42.7","심근병증 관련 보험쟁점 8","I42","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심근병증 관련 보험쟁점 8은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I42.7;I42;심근병증;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC139","I71.8","대동맥류/박리 관련 보험쟁점 9","I71","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","대동맥류/박리 관련 보험쟁점 9은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I71.8;I71;대동맥류/박리;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC140","R07.9","흉통 관련 보험쟁점 10","R07","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","흉통 관련 보험쟁점 10은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","R07.9;R07;흉통;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC141","I20.0:MIC141","협심증 관련 보험쟁점 11","I20","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","협심증 관련 보험쟁점 11은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I20.0:MIC141;I20;협심증;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC142","I21.1:MIC142","급성심근경색 관련 보험쟁점 12","I21","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","급성심근경색 관련 보험쟁점 12은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I21.1:MIC142;I21;급성심근경색;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC143","I25.2:MIC143","만성허혈심장병 관련 보험쟁점 13","I25","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","만성허혈심장병 관련 보험쟁점 13은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I25.2:MIC143;I25;만성허혈심장병;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC144","I50.3:MIC144","심부전 관련 보험쟁점 14","I50","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심부전 관련 보험쟁점 14은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I50.3:MIC144;I50;심부전;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC145","I31.3:15","심낭삼출 관련 보험쟁점 15","I31.3","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심낭삼출 관련 보험쟁점 15은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I31.3:15;I31.3;심낭삼출;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC146","I10.5:MIC146","고혈압 관련 보험쟁점 16","I10","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","고혈압 관련 보험쟁점 16은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I10.5:MIC146;I10;고혈압;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC147","I48.6:MIC147","심방세동 관련 보험쟁점 17","I48","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심방세동 관련 보험쟁점 17은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I48.6:MIC147;I48;심방세동;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC148","I42.7:MIC148","심근병증 관련 보험쟁점 18","I42","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","심근병증 관련 보험쟁점 18은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I42.7:MIC148;I42;심근병증;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC149","I71.8:MIC149","대동맥류/박리 관련 보험쟁점 19","I71","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","대동맥류/박리 관련 보험쟁점 19은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","I71.8:MIC149;I71;대동맥류/박리;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
"MIC150","R07.9:MIC150","흉통 관련 보험쟁점 20","R07","심장 / 혈관","진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비","진단비;입원비;수술비;실손의료비;사망보험금","가슴통증;숨참;두근거림;혈압 높음;흉부 불편감","심전도 이상;트로포닌 상승;관상동맥 협착;심부전;부정맥","심전도;트로포닌;심장초음파;관상동맥조영술;혈액검사","효소 상승 정도;심전도 변화;관상동맥 협착 여부;시술 여부;기존 심장질환 치료력","흉통 관련 보험쟁점 20은(는) 진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비와 연결될 수 있는 내부 검색 보강 항목이다. 코드명만으로 결론을 내리지 않고 실제 문서상 진단 경위, 검사, 치료기간, 약관상 담보를 함께 확인해야 한다.","사고 직후 증상 발생 여부;사고 전 동일 부위 또는 동일 질환 치료력;검사상 급성 소견 여부;시간적 근접성","기존 치료력;반복 진료 이력;퇴행성 또는 만성 변화;건강검진 이상소견","최근 3개월 내 진료 여부;정밀검사 여부;입원/수술/장기투약 여부;의사가 중대한 질환으로 설명했는지 여부","영구장해 여부;객관적 기능 제한;장해 고정 시점;기왕장해 기여도","입원 필요성은 증상 정도, 검사결과, 치료 내용, 관찰 필요성으로 검토 필요","수술 여부, 수술 목적, 수술기록지상 주요 소견 확인 필요","진료기록지;처방전;진료비 세부내역서;검사결과지 또는 판독지;의사 소견서","R07.9:MIC150;R07;흉통;심장 / 혈관;진단비 / 고지의무 / 기왕증 / 입원 필요성 / 수술비;가슴통증;숨참;심전도 이상;트로포닌 상승","medical_knowledge;terms_standards;fss_dispute_cases;legal_statutes;precedents;issue_playbooks","이 데이터는 의료 판단 확정용이 아니라 보험 실무상 쟁점 연결용 내부 보강 데이터다. 질병코드만으로 진단, 인과관계, 장해율, 고지의무 위반을 단정하지 말고 실제 진료내용, 검사결과, 치료기간, 약관을 확인해야 한다.","medical_issue_codes","internal_medical_issue_code","internal_review_required","needs_human_review"
